GARD_ID	GARD_link	cond_name
1118	https://rarediseases.info.nih.gov/diseases/1118/3mc-syndrome	3MC syndrome
11920	https://rarediseases.info.nih.gov/diseases/11920/47-xxy	47, XXY
11974	https://rarediseases.info.nih.gov/diseases/11974/3q29-microdeletion-syndrome	3q29 microdeletion syndrome
11975	https://rarediseases.info.nih.gov/diseases/11975/15q133-microduplication-syndrome	15q13.3 microduplication syndrome
11985	https://rarediseases.info.nih.gov/diseases/11985/48xyyy	48,XYYY
12076	https://rarediseases.info.nih.gov/diseases/12076/7q1123-duplication-syndrome	7q11.23 duplication syndrome
12166	https://rarediseases.info.nih.gov/diseases/12166/5q143-microdeletion-syndrome	5q14.3 microdeletion syndrome 
12219	https://rarediseases.info.nih.gov/diseases/12219/15q24-microdeletion-syndrome	15q24 microdeletion syndrome
12388	https://rarediseases.info.nih.gov/diseases/12388/16p112-duplication	16p11.2 duplication
12492	https://rarediseases.info.nih.gov/diseases/12492/20p123-microdeletion-syndrome	20p12.3 microdeletion syndrome
12816	https://rarediseases.info.nih.gov/diseases/12816/8q12-microduplication-syndrome	8q12 microduplication syndrome
12963	https://rarediseases.info.nih.gov/diseases/12963/megdel-syndrome	MEGDEL syndrome
12964	https://rarediseases.info.nih.gov/diseases/12964/dcma-syndrome	DCMA syndrome
12965	https://rarediseases.info.nih.gov/diseases/12965/tmem70-defect	TMEM70 defect
13018	https://rarediseases.info.nih.gov/diseases/13018/10q223q23-microdeletion-syndrome	10q22.3q23 microdeletion syndrome
13202	https://rarediseases.info.nih.gov/diseases/13202/hibch-deficiency	HIBCH deficiency
13206	https://rarediseases.info.nih.gov/diseases/13206/satb2-associated-syndrome	SATB2-associated syndrome
1323	https://rarediseases.info.nih.gov/diseases/1323/chromosome-10p-deletion	Chromosome 10p deletion
13296	https://rarediseases.info.nih.gov/diseases/13296/17q12-duplication	17q12 duplication
13297	https://rarediseases.info.nih.gov/diseases/13297/17q12-deletion-syndrome	17q12 deletion syndrome
13390	https://rarediseases.info.nih.gov/diseases/13390/12q14-microdeletion-syndrome	12q14 microdeletion syndrome
13391	https://rarediseases.info.nih.gov/diseases/13391/2p15p161-microdeletion-syndrome	2p15p16.1 microdeletion syndrome
13392	https://rarediseases.info.nih.gov/diseases/13392/16p1311-microduplication-syndrome	16p13.11 microduplication syndrome
1340	https://rarediseases.info.nih.gov/diseases/1340/chromosome-4q-deletion	Chromosome 4q deletion
1346	https://rarediseases.info.nih.gov/diseases/1346/chromosome-7p-deletion	Chromosome 7p deletion
13684	https://rarediseases.info.nih.gov/diseases/13684/8p-inverted-duplicationdeletion-syndrome	8p inverted duplication/deletion syndrome
1469	https://rarediseases.info.nih.gov/diseases/1469/17-alpha-hydroxylase-deficiency	17-alpha-hydroxylase deficiency
1732	https://rarediseases.info.nih.gov/diseases/1732/chromosome-11p-deletion	Chromosome 11p deletion
1735	https://rarediseases.info.nih.gov/diseases/1735/chromosome-11q-deletion	Chromosome 11q deletion
1738	https://rarediseases.info.nih.gov/diseases/1738/chromosome-13q-deletion	Chromosome 13q deletion
1746	https://rarediseases.info.nih.gov/diseases/1746/chromosome-15q-deletion	Chromosome 15q deletion
1923	https://rarediseases.info.nih.gov/diseases/1923/chromosome-11q-duplication	Chromosome 11q duplication
1926	https://rarediseases.info.nih.gov/diseases/1926/chromosome-12q-duplication	Chromosome 12q duplication
1929	https://rarediseases.info.nih.gov/diseases/1929/chromosome-13q-duplication	Chromosome 13q duplication
194	https://rarediseases.info.nih.gov/diseases/194/gamma-aminobutyric-acid-transaminase-deficiency	Gamma aminobutyric acid transaminase deficiency
2384	https://rarediseases.info.nih.gov/diseases/2384/frias-syndrome	Frias syndrome
2734	https://rarediseases.info.nih.gov/diseases/2734/homocystinuria-due-to-mthfr-deficiency	Homocystinuria due to MTHFR deficiency
3244	https://rarediseases.info.nih.gov/diseases/3244/leydig-cell-hypoplasia	Leydig cell hypoplasia
37	https://rarediseases.info.nih.gov/diseases/37/partial-deletion-of-the-short-arm-of-chromosome-3	Partial deletion of the short arm of chromosome 3
3711	https://rarediseases.info.nih.gov/diseases/3711/chromosome-10q-deletion	Chromosome 10q deletion
3722	https://rarediseases.info.nih.gov/diseases/3722/chromosome-14q-deletion	Chromosome 14q deletion
3730	https://rarediseases.info.nih.gov/diseases/3730/chromosome-1p-deletion	Chromosome 1p deletion
3738	https://rarediseases.info.nih.gov/diseases/3738/chromosome-1q41-q42-deletion-syndrome	Chromosome 1q41-q42 deletion syndrome
3739	https://rarediseases.info.nih.gov/diseases/3739/chromosome-20p-deletion	Chromosome 20p deletion
3744	https://rarediseases.info.nih.gov/diseases/3744/chromosome-2q-deletion	Chromosome 2q deletion
3746	https://rarediseases.info.nih.gov/diseases/3746/chromosome-2q24-microdeletion-syndrome	Chromosome 2q24 microdeletion syndrome
3750	https://rarediseases.info.nih.gov/diseases/3750/chromosome-3p--syndrome	Chromosome 3p- syndrome
3760	https://rarediseases.info.nih.gov/diseases/3760/chromosome-6q-deletion	Chromosome 6q deletion
3764	https://rarediseases.info.nih.gov/diseases/3764/chromosome-6q25-microdeletion-syndrome	Chromosome 6q25 microdeletion syndrome
3765	https://rarediseases.info.nih.gov/diseases/3765/chromosome-7q-deletion	Chromosome 7q deletion
3768	https://rarediseases.info.nih.gov/diseases/3768/chromosome-8p-deletion	Chromosome 8p deletion
3769	https://rarediseases.info.nih.gov/diseases/3769/chromosome-8p231-deletion	Chromosome 8p23.1 deletion
3770	https://rarediseases.info.nih.gov/diseases/3770/chromosome-8q-deletion	Chromosome 8q deletion
3773	https://rarediseases.info.nih.gov/diseases/3773/chromosome-9p-deletion	Chromosome 9p deletion
399	https://rarediseases.info.nih.gov/diseases/399/46xx-testicular-disorder-of-sex-development	46,XX testicular disorder of sex development
4445	https://rarediseases.info.nih.gov/diseases/4445/aminolevulinate-dehydratase-deficiency-porphyria	Aminolevulinate dehydratase deficiency porphyria
4539	https://rarediseases.info.nih.gov/diseases/4539/d-bifunctional-protein-deficiency	D-bifunctional protein deficiency
4722	https://rarediseases.info.nih.gov/diseases/4722/nablus-mask-like-facial-syndrome	Nablus mask-like facial syndrome
4774	https://rarediseases.info.nih.gov/diseases/4774/scot-deficiency	SCOT deficiency
5068	https://rarediseases.info.nih.gov/diseases/5068/swyer-syndrome	Swyer syndrome
5173	https://rarediseases.info.nih.gov/diseases/5173/thiopurine-s-methyltranferase-deficiency	Thiopurine S methyltranferase deficiency
5299	https://rarediseases.info.nih.gov/diseases/5299/chromosome-10p-duplication	Chromosome 10p duplication
5305	https://rarediseases.info.nih.gov/diseases/5305/chromosome-12p-duplication	Chromosome 12p duplication
5311	https://rarediseases.info.nih.gov/diseases/5311/chromosome-14q-duplication	Chromosome 14q duplication
5314	https://rarediseases.info.nih.gov/diseases/5314/chromosome-15q-duplication	Chromosome 15q duplication
5315	https://rarediseases.info.nih.gov/diseases/5315/chromosome-16p-duplication	Chromosome 16p duplication
5316	https://rarediseases.info.nih.gov/diseases/5316/chromosome-16q-duplication	Chromosome 16q duplication
5318	https://rarediseases.info.nih.gov/diseases/5318/chromosome-17p-duplication	Chromosome 17p duplication
5320	https://rarediseases.info.nih.gov/diseases/5320/chromosome-17q-duplication	Chromosome 17q duplication
5323	https://rarediseases.info.nih.gov/diseases/5323/chromosome-18p-duplication	Chromosome 18p duplication
5324	https://rarediseases.info.nih.gov/diseases/5324/chromosome-18q-duplication	Chromosome 18q duplication
5326	https://rarediseases.info.nih.gov/diseases/5326/chromosome-19q-duplication	Chromosome 19q duplication
5333	https://rarediseases.info.nih.gov/diseases/5333/chromosome-20p-duplication	Chromosome 20p duplication
5337	https://rarediseases.info.nih.gov/diseases/5337/chromosome-2p-duplication	Chromosome 2p duplication
5340	https://rarediseases.info.nih.gov/diseases/5340/chromosome-2q-duplication	Chromosome 2q duplication
5343	https://rarediseases.info.nih.gov/diseases/5343/chromosome-3p-duplication	Chromosome 3p duplication
5347	https://rarediseases.info.nih.gov/diseases/5347/chromosome-4q-duplication	Chromosome 4q duplication
5352	https://rarediseases.info.nih.gov/diseases/5352/chromosome-6p-duplication	Chromosome 6p duplication
5353	https://rarediseases.info.nih.gov/diseases/5353/chromosome-6q-duplication	Chromosome 6q duplication
5355	https://rarediseases.info.nih.gov/diseases/5355/chromosome-7p-duplication	Chromosome 7p duplication
5357	https://rarediseases.info.nih.gov/diseases/5357/chromosome-7q-duplication	Chromosome 7q duplication
5361	https://rarediseases.info.nih.gov/diseases/5361/chromosome-8p-duplication	Chromosome 8p duplication
5362	https://rarediseases.info.nih.gov/diseases/5362/chromosome-8q-duplication	Chromosome 8q duplication
5364	https://rarediseases.info.nih.gov/diseases/5364/chromosome-9p-duplication	Chromosome 9p duplication
5408	https://rarediseases.info.nih.gov/diseases/5408/chromosome-17q112-deletion-syndrome	Chromosome 17q11.2 deletion syndrome
546	https://rarediseases.info.nih.gov/diseases/546/adenine-phosphoribosyltransferase-deficiency	Adenine phosphoribosyltransferase deficiency
5528	https://rarediseases.info.nih.gov/diseases/5528/wagr-syndrome	WAGR syndrome
5658	https://rarediseases.info.nih.gov/diseases/5658/11-beta-hydroxylase-deficiency	11-beta-hydroxylase deficiency
5659	https://rarediseases.info.nih.gov/diseases/5659/17-beta-hydroxysteroid-dehydrogenase-3-deficiency	17-beta hydroxysteroid dehydrogenase 3 deficiency
5660	https://rarediseases.info.nih.gov/diseases/5660/18-hydroxylase-deficiency	18 Hydroxylase deficiency
5662	https://rarediseases.info.nih.gov/diseases/5662/3-hydroxyisobutyric-aciduria	3-Hydroxyisobutyric aciduria
5663	https://rarediseases.info.nih.gov/diseases/5663/opa3-defect	OPA3 defect
5666	https://rarediseases.info.nih.gov/diseases/5666/dandy-walker-like-malformation-with-atrioventricular-septal-defect	Dandy-Walker like malformation with atrioventricular septal defect
5667	https://rarediseases.info.nih.gov/diseases/5667/3m-syndrome	3M syndrome
5668	https://rarediseases.info.nih.gov/diseases/5668/hawkinsinuria	Hawkinsinuria
5671	https://rarediseases.info.nih.gov/diseases/5671/46xx-gonadal-dysgenesis-epibulbar-dermoid	46,XX Gonadal dysgenesis epibulbar dermoid
5672	https://rarediseases.info.nih.gov/diseases/5672/47-xxx-syndrome	47 XXX syndrome
5674	https://rarediseases.info.nih.gov/diseases/5674/47-xyy-syndrome	47, XYY syndrome
5676	https://rarediseases.info.nih.gov/diseases/5676/48xxxy-syndrome	48,XXXY syndrome
5677	https://rarediseases.info.nih.gov/diseases/5677/48xxyy-syndrome	48,XXYY syndrome
5678	https://rarediseases.info.nih.gov/diseases/5678/49xxxxx-syndrome	49,XXXXX syndrome
5679	https://rarediseases.info.nih.gov/diseases/5679/49-xxxxy-syndrome	49, XXXXY syndrome
5680	https://rarediseases.info.nih.gov/diseases/5680/5-alpha-reductase-deficiency	5-alpha reductase deficiency
5681	https://rarediseases.info.nih.gov/diseases/5681/5-oxoprolinase-deficiency	5-oxoprolinase deficiency
5682	https://rarediseases.info.nih.gov/diseases/5682/6-pyruvoyl-tetrahydropterin-synthase-deficiency	6-pyruvoyl-tetrahydropterin synthase deficiency
5683	https://rarediseases.info.nih.gov/diseases/5683/smith-lemli-opitz-syndrome	Smith-Lemli-Opitz syndrome
5757	https://rarediseases.info.nih.gov/diseases/5757/21-hydroxylase-deficiency	21-hydroxylase deficiency
5890	https://rarediseases.info.nih.gov/diseases/5890/barth-syndrome	Barth syndrome
6068	https://rarediseases.info.nih.gov/diseases/6068/chromosome-12p-deletion	Chromosome 12p deletion
6075	https://rarediseases.info.nih.gov/diseases/6075/chromosome-17p-deletion	Chromosome 17p deletion
6082	https://rarediseases.info.nih.gov/diseases/6082/chromosome-1p36-deletion-syndrome	Chromosome 1p36 deletion syndrome
6090	https://rarediseases.info.nih.gov/diseases/6090/chromosome-4p-deletion	Chromosome 4p deletion
6091	https://rarediseases.info.nih.gov/diseases/6091/chromosome-4p-duplication	Chromosome 4p duplication
6093	https://rarediseases.info.nih.gov/diseases/6093/chromosome-5p-duplication	Chromosome 5p duplication
617	https://rarediseases.info.nih.gov/diseases/617/alpha-ketoglutarate-dehydrogenase-deficiency	Alpha-ketoglutarate dehydrogenase deficiency
6213	https://rarediseases.info.nih.gov/diseases/6213/cri-du-chat-syndrome	Cri du chat syndrome
6321	https://rarediseases.info.nih.gov/diseases/6321/trisomy-18	Trisomy 18
6710	https://rarediseases.info.nih.gov/diseases/6710/hyperprolinemia-type-2	Hyperprolinemia type 2
6867	https://rarediseases.info.nih.gov/diseases/6867/lchad-deficiency	LCHAD deficiency
7695	https://rarediseases.info.nih.gov/diseases/7695/succinic-semialdehyde-dehydrogenase-deficiency	Succinic semialdehyde dehydrogenase deficiency
7754	https://rarediseases.info.nih.gov/diseases/7754/tetrasomy-x	Tetrasomy X
7821	https://rarediseases.info.nih.gov/diseases/7821/chromosome-9q-duplication	Chromosome 9q duplication
7831	https://rarediseases.info.nih.gov/diseases/7831/turner-syndrome	Turner syndrome
7896	https://rarediseases.info.nih.gov/diseases/7896/wolf-hirschhorn-syndrome	Wolf-Hirschhorn syndrome
8155	https://rarediseases.info.nih.gov/diseases/8155/4-hydroxyphenylacetic-aciduria	4-hydroxyphenylacetic aciduria
8242	https://rarediseases.info.nih.gov/diseases/8242/5-nucleotidase-syndrome	5-Nucleotidase syndrome
8382	https://rarediseases.info.nih.gov/diseases/8382/2-methylacetoacetyl-coa-thiolase-deficiency	2-Methylacetoacetyl CoA thiolase deficiency
8387	https://rarediseases.info.nih.gov/diseases/8387/hmg-coa-lyase-deficiency	HMG CoA lyase deficiency
8538	https://rarediseases.info.nih.gov/diseases/8538/46-xy-disorders-of-sexual-development	46, XY disorders of sexual development
8630	https://rarediseases.info.nih.gov/diseases/8630/chromosome-10q-duplication	Chromosome 10q duplication
8631	https://rarediseases.info.nih.gov/diseases/8631/chromosome-18p-deletion	Chromosome 18p deletion
8635	https://rarediseases.info.nih.gov/diseases/8635/2-hydroxyethyl-methacrylate-sensitization	2-hydroxyethyl methacrylate sensitization
8668	https://rarediseases.info.nih.gov/diseases/8668/chromosome-22q-deletion	Chromosome 22q deletion
8669	https://rarediseases.info.nih.gov/diseases/8669/chromosome-1q-deletion	Chromosome 1q deletion
8672	https://rarediseases.info.nih.gov/diseases/8672/kleefstra-syndrome	Kleefstra syndrome
8705	https://rarediseases.info.nih.gov/diseases/8705/klinefelter-syndrome	Klinefelter syndrome
872	https://rarediseases.info.nih.gov/diseases/872/beta-ketothiolase-deficiency	Beta ketothiolase deficiency
8723	https://rarediseases.info.nih.gov/diseases/8723/5q--syndrome	5q- syndrome
9152	https://rarediseases.info.nih.gov/diseases/9152/3-beta-hydroxysteroid-dehydrogenase-deficiency	3-beta-hydroxysteroid dehydrogenase deficiency
9482	https://rarediseases.info.nih.gov/diseases/9482/sixth-nerve-palsy	Sixth nerve palsy
9632	https://rarediseases.info.nih.gov/diseases/9632/polr3-related-leukodystrophy	POLR3-Related Leukodystrophy
9762	https://rarediseases.info.nih.gov/diseases/9762/potocki-shaffer-syndrome	Potocki-Shaffer syndrome
9803	https://rarediseases.info.nih.gov/diseases/9803/progressive-familial-intrahepatic-cholestasis-4	Progressive familial intrahepatic cholestasis-4
9813	https://rarediseases.info.nih.gov/diseases/9813/congenital-bile-acid-synthesis-defect-type-1	Congenital bile acid synthesis defect, type 1
9870	https://rarediseases.info.nih.gov/diseases/9870/3-alpha-hydroxyacyl-coa-dehydrogenase-deficiency	3-alpha hydroxyacyl-CoA dehydrogenase deficiency
9882	https://rarediseases.info.nih.gov/diseases/9882/cortisone-reductase-deficiency	Cortisone reductase deficiency
10003	https://rarediseases.info.nih.gov/diseases/10003/pachygyria-frontotemporal	Pachygyria, frontotemporal
10007	https://rarediseases.info.nih.gov/diseases/10007/agammaglobulinemia-x-linked-type-2	Agammaglobulinemia  X-linked type 2
10009	https://rarediseases.info.nih.gov/diseases/10009/opsoclonus-myoclonus-syndrome	Opsoclonus-myoclonus syndrome
10011	https://rarediseases.info.nih.gov/diseases/10011/agammaglobulinemia-microcephaly-and-severe-dermatitis	Agammaglobulinemia, microcephaly, and severe dermatitis
10022	https://rarediseases.info.nih.gov/diseases/10022/vagina-absence-of	Vagina, absence of
10025	https://rarediseases.info.nih.gov/diseases/10025/anterior-segment-dysgenesis	Anterior segment dysgenesis
10033	https://rarediseases.info.nih.gov/diseases/10033/aneurysm-intracranial-berry-2	Aneurysm, intracranial berry, 2
10036	https://rarediseases.info.nih.gov/diseases/10036/autosomal-dominant-compelling-helio-ophthalmic-outburst-syndrome	Autosomal dominant compelling helio ophthalmic outburst syndrome
10054	https://rarediseases.info.nih.gov/diseases/10054/al-gazali-syndrome	Al Gazali syndrome
10076	https://rarediseases.info.nih.gov/diseases/10076/acrodysplasia-with-ossification-abnormalities-short-stature-and-fibular-hypoplasia	Acrodysplasia with ossification abnormalities, short stature and fibular hypoplasia
10094	https://rarediseases.info.nih.gov/diseases/10094/hemochromatosis-type-4	Hemochromatosis type 4
10106	https://rarediseases.info.nih.gov/diseases/10106/osteopetrosis-autosomal-recessive-7	Osteopetrosis autosomal recessive 7
10116	https://rarediseases.info.nih.gov/diseases/10116/ichthyosis-with-hypotrichosis-autosomal-recessive	Ichthyosis with hypotrichosis, autosomal recessive
10125	https://rarediseases.info.nih.gov/diseases/10125/agnathia-microstomia-synotia	Agnathia-microstomia-synotia
10138	https://rarediseases.info.nih.gov/diseases/10138/dyt-tubb4a	DYT-TUBB4A
10146	https://rarediseases.info.nih.gov/diseases/10146/anomalous-origin-of-right-pulmonary-artery-familial	Anomalous origin of right pulmonary artery familial
10179	https://rarediseases.info.nih.gov/diseases/10179/brooke-spiegler-syndrome	Brooke-Spiegler syndrome
10182	https://rarediseases.info.nih.gov/diseases/10182/hereditary-antithrombin-deficiency-type-2	Hereditary antithrombin deficiency type 2
10186	https://rarediseases.info.nih.gov/diseases/10186/urachal-adenocarcinoma	Urachal adenocarcinoma
10188	https://rarediseases.info.nih.gov/diseases/10188/angioma-serpiginosum	Angioma serpiginosum
10194	https://rarediseases.info.nih.gov/diseases/10194/acromegaloid-features-overgrowth-cleft-palate-and-hernia	Acromegaloid features, overgrowth, cleft palate and hernia
10203	https://rarediseases.info.nih.gov/diseases/10203/autosomal-dominant-optic-atrophy-and-cataract	Autosomal dominant optic atrophy and cataract
10215	https://rarediseases.info.nih.gov/diseases/10215/citrullinemia-type-ii	Citrullinemia type II
10223	https://rarediseases.info.nih.gov/diseases/10223/isobutyryl-coa-dehydrogenase-deficiency	Isobutyryl-CoA dehydrogenase deficiency
10229	https://rarediseases.info.nih.gov/diseases/10229/limb-girdle-muscular-dystrophy-type-1a	Limb-girdle muscular dystrophy type 1A
10241	https://rarediseases.info.nih.gov/diseases/10241/diamond-blackfan-anemia-3	Diamond-Blackfan anemia 3
10246	https://rarediseases.info.nih.gov/diseases/10246/asthma	Asthma
10248	https://rarediseases.info.nih.gov/diseases/10248/autism-spectrum-disorder	Autism spectrum disorder
10254	https://rarediseases.info.nih.gov/diseases/10254/alzheimer-disease	Alzheimer disease
1026	https://rarediseases.info.nih.gov/diseases/1026/amyloidosis-bronchopulmonary	Amyloidosis bronchopulmonary
10260	https://rarediseases.info.nih.gov/diseases/10260/macular-degeneration	Macular degeneration
10277	https://rarediseases.info.nih.gov/diseases/10277/clasped-thumbs-congenital	Clasped thumbs, congenital
10278	https://rarediseases.info.nih.gov/diseases/10278/aquagenic-pruritus	Aquagenic pruritus
10294	https://rarediseases.info.nih.gov/diseases/10294/autosomal-recessive-spinocerebellar-ataxia-9	Autosomal recessive spinocerebellar ataxia 9
10301	https://rarediseases.info.nih.gov/diseases/10301/autosomal-recessive-bestrophinopathy	Autosomal recessive bestrophinopathy
10303	https://rarediseases.info.nih.gov/diseases/10303/autism-with-port-wine-stain	Autism with port-wine stain
10310	https://rarediseases.info.nih.gov/diseases/10310/autoimmune-atrophic-gastritis	Autoimmune atrophic gastritis
10314	https://rarediseases.info.nih.gov/diseases/10314/amyotrophy-neurogenic-scapuloperoneal-new-england-type	Amyotrophy, neurogenic scapuloperoneal, New England type
10323	https://rarediseases.info.nih.gov/diseases/10323/l-arginineglycine-amidinotransferase-deficiency	L-arginine:glycine amidinotransferase deficiency
1033	https://rarediseases.info.nih.gov/diseases/1033/x-linked-agammaglobulinemia	X-linked agammaglobulinemia
10335	https://rarediseases.info.nih.gov/diseases/10335/mucopolysaccharidosis-type-i	Mucopolysaccharidosis type I
10349	https://rarediseases.info.nih.gov/diseases/10349/lymphocytic-hypophysitis	Lymphocytic hypophysitis
10350	https://rarediseases.info.nih.gov/diseases/10350/acquired-hemophilia	Acquired hemophilia
10352	https://rarediseases.info.nih.gov/diseases/10352/familial-platelet-disorder-with-associated-myeloid-malignancy	Familial platelet disorder with associated myeloid malignancy
10363	https://rarediseases.info.nih.gov/diseases/10363/twenty-nail-dystrophy	Twenty-nail dystrophy
10366	https://rarediseases.info.nih.gov/diseases/10366/oculoectodermal-syndrome	Oculoectodermal syndrome
10413	https://rarediseases.info.nih.gov/diseases/10413/autosomal-dominant-polycystic-kidney-disease	Autosomal dominant polycystic kidney disease
10427	https://rarediseases.info.nih.gov/diseases/10427/x-linked-hypohidrotic-ectodermal-dysplasia	X-linked hypohidrotic ectodermal dysplasia
10429	https://rarediseases.info.nih.gov/diseases/10429/brachyolmia-type-3	Brachyolmia type 3
10431	https://rarediseases.info.nih.gov/diseases/10431/endemic-kaposi-sarcoma	Endemic Kaposi sarcoma
10449	https://rarediseases.info.nih.gov/diseases/10449/cerebral-palsy-athetoid	Cerebral palsy athetoid
1045	https://rarediseases.info.nih.gov/diseases/1045/bustos-simosa-pinto-cisternas-syndrome	Bustos Simosa Pinto Cisternas syndrome
10451	https://rarediseases.info.nih.gov/diseases/10451/cerebral-palsy-ataxic	Cerebral palsy ataxic
10480	https://rarediseases.info.nih.gov/diseases/10480/spinocerebellar-ataxia-29	Spinocerebellar ataxia 29
10486	https://rarediseases.info.nih.gov/diseases/10486/craniopharyngioma	Craniopharyngioma
